14QII26	SNORD114-26,SNORD114-26
ICA1	ICA1
RN7SKP248	RN7SKP248
NCRNA00185	TTTY14,TTTY14
KIAA0664	CLUH,CLUH
CAE2	GABRG2,GABRG2
CAE1	GJA8,GJA8
PUNC	IGDCC3,IGDCC3
RNU6258P	RNU6-258P
HTRA	HTRA1,HTRA1
HTRL	HTR1D,HTR1D
BA554P131	CCDC147
RNU6ATAC14P	RNU6ATAC14P
FKSG84	SERINC2,SERINC2
CERKL	CERKL
MIR606	MIR606
HTRT	TERT,TERT
CEMP1	CEMP1
HTRP	SAP30BP,SAP30BP
PUNP	PNP,PNP
SARA1	SAR1A,SAR1A
SARA2	SAR1B,SAR1B
CT68	RBM46,RBM46
NECAB3	NECAB3
NECAB2	NECAB2
NECAB1	NECAB1
AURKB	AURKB
MKBP	HSPB2,HSPB2
SGMS2	SGMS2
TCRAV40S1	TRAV40,TRAV40
FKSG87	FCAMR,FCAMR,FCAMR
SARAF	TMEM66
HTR6	HTR6
HTR7	HTR7
HTR4	HTR4
HTR2	HTR2A,HTR2A
HTR3	CCT6A,HTR3A
RAE2	RNASE8,RNASE8
RUSC1AS1	RUSC1-AS1
3OST3A1	HS3ST3A1,HS3ST3A1
NYCO10	CWC27,CWC27
CK6D	KRT6A,KRT6C,KRT6A
FAM82A2	RMDN3,RMDN3
DGI1	DSPP,DSP,DSPP
FAM82A1	RMDN2,RMDN2
BA466B201	ADARB2-AS1,ADARB2-AS1
FKSG86	KCTD13,KCTD13
U99HG	METTL12,METTL12
FSAP47	RBM22,RBM22
KDELR2	KDELR2
KDELR3	KDELR3
KDELR1	KDELR1
DYRK4	DYRK4
ZAP3	YLPM1,YLPM1
MRXSSD	PHF8,PHF8
C7ORF26	C7orf26
C7ORF27	BRAT1,BRAT1
C7ORF20	GET4,GET4
D3S3194	MCM2,CCNL1,MCM2
C7ORF22	CCM2,OSM,CCM2
C7ORF23	TMEM243,TMEM243
EHK1L	EFNA3,EFNA3
CLEC8A	OLR1,OLR1
DYRK6	HIPK3,HIPK3
C7ORF29	ZBED6CL,ZBED6CL
RPC125	POLR3K,POLR3K
ST16	IL24,IL24
ST17	CADM1,CADM1
ST14	ST14
ST15	RECK,RECK
ST12	KLF6,KLF6
ST13	ST13
HVRP1	C15orf27
ST18	ST18
AMYB	MYBL1
BDPLT7	ANO6,ANO6
NKAPL	NKAPL
PRSIII	PRPS1L1,PRPS1,PRPS1L1
RGMC	HFE2,HFE2
XB130	AFAP1L2,AFAP1L2
ZC3H5L	UNKL,UNKL
PCTP	PCTP
PCTT	SPINK1,SPINK1
IHABP4	HABP4
ARG31	ARC,ARC
LMIR3	CD300LF,CD300LF
CEGF3	SCUBE3,SCUBE3
LYNX1	LYNX1
LMPB1	PAQR8,PAQR8
MRXHF1	ATRX,RAD54L,ATRX
PVT1	PVT1
UCC1	EPDR1,EPDR1
C8ORF82	C8orf82
U92	SCARNA8,SCARNA8
PLEC	PLEC
BA164N74	FAM25C,FAM25C
NELL1	NELL1
NELL2	NELL2
PLEK	PLEK
SSF1	PPAN
SSF2	PPAN,PPAN
GOT1L1	GOT1L1
U97	SNORD97,SNORD97
HRASLS5	HRASLS5
TCRBV13S7P	TRBV6-8,TRBV6-8,TRBV6-8
AMY1	AMY1A,MYCBP,AMY1C,AMY1B
AMY3	AMY2B,AMY2B
AMY2	AMY2A,AMY2B
LRAD3	LDLRAD3,LDLRAD3
SPOCK1	SPOCK1
SPOCK2	SPOCK2
SPOCK3	SPOCK3
BCL2L	BCL2L1,BCL2L1
SLC5A4	SLC5A4
CRCS4	GREM1,GREM1
MRX76	ARX,ARX
HRASLS1	HRASLS,HRASLS
FNBP3	PRPF40A,PRPF40A
FNBP2	SRGAP2,SRGAP3,SRGAP2
FNBP1	FNBP1
NR2F6	NR2F6
BTN3A2	BTN3A2
BTN3A3	BTN3A3
BTN3A1	BTN3A1
BIGM103	SLC39A8,SLC39A8
EFTR2	TEAD4,TEAD4
RNA5SP200	RNA5SP200
GAMRH	GPR182,GPR182
SPRIB	SPRR1B,SPRR1B
GP58	LMAN1,LMAN1
SID6306	PPA2,PPA2
RNA5SP302	RNA5SP302
GP50	TACSTD2,TACSTD2
HN1L	HN1L
EIF3GAMMA	EIF3H,EIF3H
ZNF747	ZNF747
ZNF746	ZNF746
ZNF745	ZFP30,ZFP30
ZNF744	ANKZF1,ANKZF1
ZNF743	HINFP,HINFP,HINFP
ZNF741	KLF8,KLF8
LCA13	RDH12,RDH12
NCRNA00291	TTC6,TTC6
NCRNA00290	LINC00290,LINC00290
NCRNA00293	LINC00293,LINC00293
S5MT	MRPS5,MRPS5,MRPS5
PAHXAP1	PHYHIP,PHYHIP
RCNCBETA	CNGB1,GAR1,CNGB1
RNA5SP306	RNA5SP306
KLKBL4	PRSS54,PRSS54
TP120	CD6,CD6
BHLHB1	OLIG2,OLIG2
MYOMAKER	TMEM8C,TMEM8C
SALP	KHDRBS3,KHDRBS3
BHLHB6	OLIG1,OLIG1
RBBP10	RBBP9,RBBP9
MIR1250	MIR1250
BHLHB7	OLIG3,OLIG3
MYSTIQUE	PDLIM2,PDLIM2
RNU61188P	RNU6-1188P
LCA14	LRAT,LRAT
MRD4	KIRREL3,KIRREL3
C22ORF29	C22orf29
BHLHB5	BHLHE22,BHLHE22
P63	TP63,UVRAG,CKAP4
OR11H1	OR11H1
P62	SQSTM1,GTF2H1,KHDRBS1,DCTN4,NUP62
OR11H6	OR11H6
OR11H4	OR11H4
SAL1	SALL1,SALL1
SAL2	SALL2,SALL2
TNFRSF13B	TNFRSF13B
TNFRSF13C	TNFRSF13C
MEDNIK	AP1S1,AP1S1
TNFRSF13A	TNFRSF17,TNFRSF17
TRPS2	EXT1,EXT1
SLX1B	SLX1B
YTHDC2	YTHDC2
TRPS1	TRPS1
P67	STXBP1,CD33
WHITE2	ABCG4,ABCG4
WHITE1	ABCG1,ABCG1
MRD2	DOCK8,DOCK8
METH2	ADAMTS8,ADAMTS8,ADAMTS8
METH1	ADAMTS1,ADAMTS1
SLC5A8	SLC5A8
FAEES3	GSTP1,GSTP1
LCA12	RD3,RD3
NOT4	CNOT4,CNOT4
NOT1	CNOT1,CNOT1
KAP62	KRTAP6-2,KRTAP6-2
NOT3	CNOT3,CNOT3
NOT2	CNOT2,CNOT2
MSPL7	BRF1
MRD8	GRIN1,GRIN1
SLC5A9	SLC5A9
NK1	CD160,B3GAT1
NK2	TAC1,NKX2-1,TTF1
NK4	IL32,IL32
OR4C46	OR4C46
YAE1D1	YAE1D1
GCLM	GCLM
GRHL1	GRHL1
GRHL2	GRHL2
GRHL3	GRHL3
P24G1	TMED1,TMED1
MRPL3134	MRPL12,MRPL12
GCLC	GCLC
PMIDP	ZNF208,ZNF208
LINC00925	LINC00925
NR3C3	PGR,PGR
NR3C2	NR3C2
NR3C1	NR3C1
VCPKMT	VCPKMT
SNORD36A	SNORD36A
MIR4688	MIR4688
SNORD36C	SNORD36C
NR3C4	AR,AR
MIR4685	MIR4685
CEP41	CEP41
MIR4687	MIR4687
MIR4686	MIR4686
MIR4681	MIR4681
MIR4680	MIR4680
CAG3A	NUMBL,NUMBL
MIR4682	MIR4682
HSAMIR320D2	MIR320D2,MIR320D2,MIR320D2,MIR320D2
UNQ3033	VSTM1,VSTM1
SF20	C19orf10,IL25,IL27
ACT35	TNFRSF4,TNFRSF4
GCL1	GMCL1,GMCL1
BVRB	BLVRB,BLVRB
HELS47E	ARHGDIA,ARHGDIA
NKB	TAC3,TAC3
BVRA	BLVRA,BLVRA
NKH	AMT,GCSH
NKL	GLIS2,GLIS2
NSHC	SHC3
RNU61126P	RNU6-1126P
NKR	KLRB1,TACR3
CWC1	PLRG1,PLRG1
LINC01088	LINC01088
NOTO	NOTO
PCBP1AS1	PCBP1-AS1
MYO7A	MYO7A
MYO7B	MYO7B
RPA39	POLR1C,POLR1C
KAP241	KRTAP24-1,KRTAP24-1
NAKAP	AKAP8L,AKAP8L
RPA32	OBFC1,RPA2
NCRNA00256B	FAM225B,FAM225B
UR	UCN2,UCN2
GUCA	GUCA1A,GUCA1A
DCS1	DCPS,DCPS
RNU139P	RNU1-39P
ST7L	ST7L
FAM15B	TMED8,TMED8
OR6C76	OR6C76
VCXA	VCX3A
SEC23IP	SEC23IP
VCXB	VCX2,VCX2
PEBP2AC	RUNX3,RUNX3
SMAX1	AR,AR
SMAX2	UBA1,UBA1
SMAX3	ATP7A,ATP7A
EZF2	ZNF444
OR6C70	OR6C70
UBIN	UBQLN4,UBQLN4
KRTAP98	KRTAP9-8
KRTAP99	KRTAP9-9
NAPSA	NAPSA
NAPSB	NAPB
KRTAP92	KRTAP9-2
DJ595C22	ANGPTL1,ANGPTL1
KRTAP91	KRTAP9-1
KRTAP96	KRTAP9-6
AVSD2	CRELD1,CRELD1
HNP95	UHRF1,UHRF1
KRTAP95	KRTAP9-9,KRTAP9-9,KRTAP9-9
PRO3438	TREML1,TREML1
BD6	DEFB106A,DEFB106B
GW128	YWHAB,YWHAB
FAM174B	FAM174B
HLADQA1	HLA-DQA1
HLADQA2	HLA-DQA2
FZE3	FZD7,FZD7
CYP2C8	CYP2C8
WIPI2	WIPI2
WIPI3	WDR45B
WIPI1	WIPI1
GSTZ11	GSTZ1,GSTZ1
WIPI4	WDR45
TNFAIP8	TNFAIP8
RN5S249	RNA5SP249,RNA5SP249
RN5S248	RNA5SP248,RNA5SP248
RN5S245	RNA5SP245,RNA5SP245
A530083I02RIK	NBEAL1,NBEAL1
RN5S247	RNA5SP247,RNA5SP247
RN5S246	RNA5SP246,RNA5SP246
RN5S241	RNA5SP241,RNA5SP241
RN5S240	RNA5SP240,RNA5SP240
RN5S243	RNA5SP243,RNA5SP243
RN5S242	RNA5SP242,RNA5SP242
BRP44	MPC2,MPC2
VCX1	VCX,VCX
VCX3	VCX3A,VCX3A
SUGP2	SUGP2
PAF53	POLR1E,POLR1E
PRED22	MRPL39,MRPL39
PKDCC	PKDCC
SAMD9	SAMD9
TNFRSF21	TNFRSF21
LINC00402	LINC00402
APOBEC3D	APOBEC3D
CSRP1	CSRP1
CSRP3	CSRP3
CSRP2	CSRP2
NYAP1	NYAP1
MYO15BP	MYO15B,MYO15B
NYAP3	MYO16,MYO16
NYAP2	NYAP2
DTK	TYRO3,TYRO3
ATP6V1D	ATP6V1D
EGFLAM	EGFLAM
ATP6V1F	ATP6V1F
ATP6V1A	ATP6V1A
DTN	DTNA,DTNA,DTNA
RASL10B	RASL10B
DTL	DTL
RNU1G1	RNU1-4,RNU1-4
MOP5	SAMHD1,NPAS1
RNU1G3	RNU1-3,RNU1-3
RNU1G2	RNU1-4,RNU1-4
MOP1	HIF1A,HIF1A,HIF1A
MOP2	SLC7A7,EPAS1,HLF
MOP3	ARNTL,SBNO1
MRP9	ABCC12,ABCC12
MRP8	ABCC11,ABCC8,S100A8,MIF
SMDP3	ABCA3,ABCA3
PGS4	LRRC49,LRRC49
DTS	HBEGF,HBEGF
RNU768P	U7
MRP3	ABCC3,ABCC3
MRP2	SYCE1L,ABCC2,KLHL1
MRP5	ABCC5,ABCC5
MRP4	ABCC4,ABCC4
MRP7	CFTR,ABCC10
MRP6	ABCC6,S100A12
L36	RPL36,RPL36
MIR650	MIR650
LPAATDELTA	AGPAT4,AGPAT4
PLACENTIN	INSL4,INSL4
MIR657	MIR657
RNASEKC17ORF49	RNASEK-C17orf49
SBP2	SECISBP2,SECISBP2
AXO	MARCH7,MARCH7
RHEBP1	RHEB
VELI2	LIN7B,LIN7B,LIN7B
VELI1	LIN7A,LIN7A,LIN7A
RNU472P	RNU4-72P
RNU5B6P	RNU5B-6P
YPT1	RAB1A,RAB1A
TIVAMP	VAMP7
RNU633P	RNU6-33P
TAC2N	TC2N,TC2N
L30	RPL24,RPL30,RSL24D1
RNU6416P	RNU6-416P
BA189K211	DZANK1,DZANK1
GPXP3	GPX6,GPX6,GPX6
CDH14L	CDH18,CDH24,CDH18
RNU6175P	RNU6-175P
C22ORF26	C22orf26
FAP48	GLMN,FAP,GLMN
RAP1GDS1	RAP1GDS1
TAC2R	TACR2,TACR2
RNU793P	RNU7-93P
RNU61313P	RNU6-1313P
RNU445P	RNU4-45P
CD002	ERGIC2,ERGIC2
TSC21	TEX37,TEX37
HOYS7	UBE2Z,USE1,UBE2Z
C22ORF27	MORC2-AS1,MORC2-AS1
MIR5092	MIR5092
PDE6B	PDE6B
MPPH1	PIK3R2,PIK3R2
MPPH2	AKT3,AKT3
PDE6A	PDE6A
PDE6G	PDE6G
PDE6D	PDE6D
EOGT1	EOGT,EOGT
IL11RA	IL11RA
PDE6H	PDE6H
BPA2	COL17A1,LAD1,COL17A1
PJS	STK11,STK11
DENND5B	DENND5B
DAK	DAK
BA548K234	MORN4,MORN4
TTMP	C3orf52,C3orf52
PARK20	SYNJ1,SYNJ1
RNU6534P	RNU6-534P
HAIM	CD5L,CD5L
RNU7120P	RNU7-120P
SLC37A2	SLC37A2
TTMC	TMEM200A,TMEM200A
TTMB	TMEM200B,TMEM200B
AL4	GAGE12I,GAGE12G
AL5	PAGE1,PAGE1,PAGE1
FAM226A	FAM226A
FAM226B	FAM226B
GP200	PODXL,PC,PODXL
TGIN1	GIN1,GIN1,GIN1
RNU747P	RNU7-47P
NHE1	SLC9A1
SLZIP	CREB3,CREB3
EPSTS	MYH9,MYH9
P2Y13	P2RY13,P2RY13
RBM13	MAK16,MAK16
RBM12	RBM12
RBM11	RBM11
CAZ1	CAPZA1,CAPZA1
RBM17	RBM17
RBM16	SCAF8,SCAF8
RBM15	RBM15
RBM14	RBM14
APG10L	ATG10,ATG10
RBM19	RBM19
RBM18	RBM18
RNU6985P	RNU6-985P
RNU6320P	RNU6-320P
VSGPFSPONDIN	SPON1,SPON1
MVP	MVP
MIR1249	MIR1249
RHIXB	RHCE,RHCE
SPC18	SEC11A,SEC11A
THHL1	TCHHL1,TCHHL1
PARK22	CHCHD2,CHCHD2
ICA12	SOX13,SOX13,SOX13
BLID	BLID
UDPGT16	UGT1A6,UGT1A6
SLC25A21AS1	SLC25A21-AS1
MVD	MVD
VDLS1900	BTNL9,BTNL9
HSAMIR548BA	hsa-mir-548ba
MVK	MVK
PKND1	PNKD,MR1,MR1,PDC,PNKD
MGC1375	MDH1,MDH1
TIC1	SPOCK1,SPOCK1
ALL	BCR,BCR
ALK	ALK
RN7SL573P	RN7SL573P
MIR5096	MIR5096
ALF	AFM,GTF2A1L
SUCLA1	SUCLG1,SUCLG1
ALD	ABCD1,AMN,ABCD1
ALB	ALB
ALC	ALLC,ALLC
RELL2	RELL2
HAI2	SPINT2
MIR3689C	MIR3689C
HAI1	SPINT1,SPINT1
CLLU1OS	CLLU1OS
MRX87	ARX,ARX
ALX	HSH2D,HSH2D
MRX85	DMD,DMD
SMDP5	CSF2RB,CSF2RB
SMDP4	CSF2RA,CSF2RA
MRX88	AGTR2,AGTR2
MRX89	ZNF41,ZNF41
SMDP1	SFTPB,SFTPB
ALS	IGFALS,SOD1
ALP	SLPI,ALPP,PDLIM3,MPI,ATRNL1,ASRGL1,CCL27,NAT10
SMDP2	SFTPC,SFTPC
ZRANB2AS2	ZRANB2-AS2
E2CDC34	CDC34,CDC34
ZRANB2AS1	ZRANB2-AS1
5OY111	ZNF280B,ZNF280B
FAM197Y6	FAM197Y6
PKUBETA	TLK1,TLK1
ZNF18	ZNF18
ZNF19	ZNF19
GAL10	CLC
UNG15	UNG,UNG
ZNF14	ZNF14
ZNF15	ZNF708,ZNF708
ZNF16	ZNF16
ZNF17	ZNF17
ZNF10	ZNF10
ZNF11	ZNF33A,ZNF33A
ZNF12	ZNF12
ZNF13	ZNF45,ZNF45
RNA5SP18	RNA5SP18
X1K	XK,XK
E3KARP	SLC9A3R2,SLC9A3R2
CT137	ATAD2,ATAD2
HUGL	LLGL1,DLG4,LLGL1
HP1BETA	CBX1,CBX1
MYBPHL	MYBPHL
HUGO	FNDC3A,FNDC3A
SELPLG	SELPLG
RINGOC	SPDYC,SPDYC
KDELCL1	POGLUT1,POGLUT1
ZNF297B	ZBTB43,ZBTB43
ZNF297A	ZBTB22,ZBTB22
CT135	ODF3,ODF3
S100A18	HRNR,S100A16,HRNR
AD4BP	NR5A1,SF1,SF1,NR5A1
RN7SL674P	RN7SL674P
MFH1	FOXC2
MOB1	CXCL10,C7,SGMS1,MOB4,MOB1A
NEGF1	PTN,PTN
CT133	ODF1,ODF2,ODF1
C6ORF187	FAM26F,FAM26F
PRY2	PRY2
CT130	PRAME,PRAME
MIR2909	MIR2909
KIAA1737	KIAA1737
SKALP	PI3,PI3
RNU465P	RNU4-65P
RRN3	RRN3
TANK2	TNKS2,TNKS2
X11	APBA1,APBA1
RN5S309	RNA5SP309,RNA5SP309
LPIN3	LPIN3
HSMRK222	TIMP3,TIMP3
RNU6587P	RNU6-587P
SNORD11419	SNORD114-19
HBI6	SNORA26,SNORA26
SNORD11417	SNORD114-17
PRN	NARFL,NARFL
SNORD11415	SNORD114-15
ZNF808	ZNF808
GPRCHR2	GPR75,GPR75
DVC1	SPRTN,SPRTN
SNORD11411	SNORD114-11
SNORD11410	SNORD114-10
ADB2	ITGAD,ITGAD
BAT9	ZBTB12,ZBTB12
CIITAIV	CIITA,CIITA
LILRA6	LILRA6
CEK3	FGFR2,FGFR2
CEK2	FGFR3,FGFR3
LILRA2	LILRA2
LILRA3	LILRA3
CEK7	EPHA5,EPHA5
LILRA1	LILRA1
LSMD1	LSMD1
MGSTII	MGST2,MGST2
MIR5196	MIR5196
HSAMIR36871	MIR3687
ACOT9	ACOT9
UPRT	UPRT
ACOT6	ACOT6
C6ORF189	FAM162B,FAM162B
ACOT7	ACOT7
MGSTIV	PTGES,PTGES
DJ1156J91	DENND2C,DENND2C
DJ142L72	TUBE1,TUBE1
PFM9	PRDM12,PRDM12
DOM3Z	DXO,RAI1,DXO
BET3L	TRAPPC3L,TRAPPC3L
PFM8	PRDM11,PRDM11
NFE2L3	NFE2L3
NFE2L2	NFE2L2
NFE2L1	NFE2L1
SNORA38B	SNORA38B
H2BFN	HIST1H2BO,HIST1H2BO
P3H5	CRTAP,CRTAP
P3H4	LEPREL4
DOM3L	DXO,RAI1,DXO
MANA2	MAN2A1,MAN2A1
P3H1	LEPRE1
PROTOLBC	AKAP13,AKAP13,AKAP13
RNU6745P	RNU6-745P
TNFSF13	TNFSF13
ATP6N2	ATP6V0A4,ATP6V0A4
C17ORF1	FMNL1,CDRT1
ASNSD1	ASNSD1
C17ORF2	OR1D5,OR1D5
CORIN	CORIN
TMEM222	TMEM222
SCAND3	SCAND3
PNORF1	UPF1,UPF1
WDR39	CIAO1,CIAO1
HNRPE1	PCBP1,PCBP1
KIRREL3	KIRREL3
HNRPE2	PCBP2,PCBP2
CINC2A	CXCL2,CXCL2
CINC2B	CXCL3,CXCL3
AKD1	AK9,AK9,AK9
AKD2	AK9,AK9,AK9
ZC3H11A	ZC3H11A
IAH1	IAH1
TMEM226	TMEM8C,TMEM8C
CIMNLL	NDUFB1,NDUFB1
DNLC2A	DYNLRB1,DYNLRB1
RNU6490P	RNU6-490P
TBC1D3A	TBC1D3,TBC1D3F,TBC1D3
TCP228	CCL5,CCL5
RN7SL238P	RN7SL238P
TMEM225	TMEM225
MIR5192	MIR5192
U5102K	PRPF6,PRPF6
CYB5R4	CYB5R4
CYB5R3	CYB5R3
CYB5R2	CYB5R2
CYB5R1	CYB5R1
FIZZ3	RETN,RETN
D5D	FADS1,FADS6,FADS1
RBBP6	RBBP6
KIAA1305	NYNRIN,NYNRIN
RNU731P	RNU7-31P
SLC8A1AS1	SLC8A1-AS1
MIR5193	MIR5193
C5ORF47	C5orf47
LRRC6	LRRC6
NAPP1	ITCH,ITCH
RNU61173P	RNU6-1173P
SRMS	SRMS
TBC1D3C	TBC1D3C
CLK1II	COLEC11,CLK1,COLEC11
GLI3FL	GLI3,GLI3
L47MT	MRPL47,MRPL47,MRPL47
ACA5ABC	SNORA5A,SNORA5A
FAHD2B	FAHD2B
PROSER2AS1	PROSER2-AS1
NLGN4YAS1	NLGN4Y-AS1
MMS22L	MMS22L
MLLT10	MLLT10
MLLT11	MLLT11
TRDJ4	TRDJ4
TBC1D3D	TBC1D3C,TBC1D3C
TRDJ1	TRDJ1
TRDJ3	TRDJ3
P35SRJ	CITED2,CITED2
OR6Q1	OR6Q1
MIR5191	MIR5191
BCAR1	BCAR1
BCAR3	BCAR3
BCAR2	TRERF1,TRERF1
LINC00519	LINC00519
LINC00518	LINC00518
DJ1002M81	NAA20,NAA20
CCDC107	CCDC107
CD98	SLC3A2,SLC7A5
CD99	CD99
CD96	CD96
CD97	CD97
CD94	KLRD1,KLRD1
CD95	FAS,FAS
CD92	SLC44A1,SLC44A1
TOT1	IKBKAP,IKBKAP
CD90	THY1,THY1
CD91	LRP1,LRP1
SLRN	LRRC70,LRRC70
BA351K16	RMND1,RMND1
CHR3SYT	ESYT3,ESYT3,ESYT3
ERIS	CISD2,NAF1,TMEM173
CD209L	CLEC4M,CLEC4M
AK001796	MIR4435-1HG
SDPII	PACSIN2,PACSIN2
CYB5RL	CYB5RL
DEFB103B	DEFB103B
DEFB103A	DEFB103A
MIR31981	MIR3198-1
MIR31982	MIR3198-2
PCED1BAS1	PCED1B-AS1
TOT4	KTI12,KTI12
CDR62	CDR2,CDR2
TAF3B1	BDP1,BDP1
TAF3B2	BRF1,BRF1,BRF1
MIR598	MIR598
DJ55C236	SLC18B1,SLC18B1
DNF15S2	APEH,MST1
MIR595	MIR595
MIR596	MIR596
MIR597	MIR597
BOREALIN	CDCA8,CDCA8
MIR591	MIR591
MIR592	MIR592
MIR593	MIR593
GP3ST	GAL3ST2,GAL3ST2,GAL3ST2
MGRF	MRGPRE,MRGPRE
LLT1	CLEC2D,CLEC2D
KIAA1892	DCAF12,DCAF12
HM145	CCR1,CCR1
TBC1D3G	TBC1D3G
RPA40	POLR1C,POLR1C
HSAMIR365B	MIR365B,MIR3652,MIR365B,MIR365B
OAZIN	AZIN1,AZIN1
UBXDC2	UBXN6,UBXN6
PKBBETA	AKT2,AKT2
UBXDC1	UBXN4,UBXN4
SHN3	HIVEP3,HIVEP3
ODC1L	AZI2,AZIN1,ADC
RHOIP3	MPRIP,MPRIP
D6S218E	RPS18,RPS18
C6ORF69	KCTD20,KCTD20
C6ORF68	NUS1,NUS1
C6ORF67	TMEM30A,TMEM30A
C6ORF66	NDUFAF4,NDUFAF4
C6ORF65	BEND6,BEND6
C6ORF64	SAYSD1,SAYSD1
C6ORF63	NHSL1,NHSL1
C6ORF62	C6orf62
C6ORF61	MCM9,MCM9
C6ORF60	FAM184A,FAM184A
KIAA1822L	HHIPL2,HHIPL2
MIRN150	MIR150,MIR150,MIR150
NUCII	PPARD,PPARD
CYP3A43	CYP3A43
JOSD1	JOSD1
MIR2181	MIR218-1
JOSD3	TAF1D,TAF1D
JOSD2	JOSD2
ARHJ	RHOJ,RHOJ
C5ORF65	PROB1,PROB1
PTPS	PTS,PTS
PTPT	PTPN2,PTPN2
PTPZ	PTPRZ1,PTPRZ1
TRAV262	TRAV26-2
PROCA1	PROCA1
TRAV261	TRAV26-1
HIHGHH	AKT2,AKT2
PTPA	PTPRA,PPP2R4
PTPB	PTPRB,PTPRB
PTPD	PTPRD,PTPRD
PTPE	PTPRE,PTPRE
PTPG	PTPRG,PTPRG
PTPJ	PTPRU,PCP2,PTPRO,PTPRO,PTPRU
RNU6411P	RNU6-411P
HIFP4H3	EGLN3,EGLN3
WWTR1IT1	WWTR1-IT1
MRM3	RNMTL1,RNMTL1
NUP35	NUP35
AURA17	LRRK2,LRRK2
OR1740	OR3A1,OR3A1
SOX8	SOX8
SOX9	SOX9
OPCM	OPCML,OPCML
SOX2	SOX2
SOX3	SOX3
BBC3	BBC3
SOX1	SOX1
SOX6	SOX6
SOX7	SOX7
SOX4	SOX4
SOX5	SOX5
ECAC1	TRPV5,TRPV5
RNU45P	U4
BUSTER2	ZMYM6,ZMYM6
RN5S222	RNA5SP222,RNA5SP222
MIR4794	MIR4794
RNU45B	SNORD45B,SNORD45B
RNU61106P	RNU6-1106P
RNU45A	SNORD45A,SNORD45A
MSTP063	SCAPER,SCAPER
150225	TNC,TNC,TNC
BUSTER1	ZBED5,ZBED5
DDX31	DDX31
NPPAAS1	NPPA-AS1
KLRC1	KLRC1
KLRC3	KLRC3
KLRC2	KLRC2
KLRC4	KLRC4
RNU61147P	RNU6-1147P
RNU450P	RNU4-50P
DCAF12L1	DCAF12L1
MFTC	SLC25A32,SLC25A32
USP17L26	USP17L26
PRVTIRB	TICAM1,TICAM1,TICAM1
CYP11B2	CYP11B2
OR7D4P	OR7D4,OR7D4
HD11	HDAC11,HDAC11
HD10	HDAC10,HDAC10
BSF3	CLCF1,CLC
BSF2	IL6,HGF
BSF1	IL4
GPR158AS1	GPR158-AS1
SOXN	QSOX2,QSOX2
SOXL	HMG20B,HMG20B
SOXB	SOX3,SOX3
ME2GLYDH	DMGDH,DMGDH
MIR548AG1	MIR548AG1
FCGRIII	FCGR3A,FCGR3A
NKP65	KLRF2,KLRF2
BA416N21	NEURL,NEU1
KIAA0853	ZC3H13,ZC3H13
P44S10	PSMD6,PSMD6
RNU1142P	RNU1-142P
KIAA0859	METTL13,METTL13
PROSIT240	MED13L,MED13L
ARHGEF44	PLEKHG4,PLEKHG4
ARHGEF43	PLEKHG3,PLEKHG3
ARHGEF42	PLEKHG2,PLEKHG2
ARHGEF41	PLEKHG1,PLEKHG1
ARHGEF40	ARHGEF40
IFNABR	IFNAR2,IFNAR2
PTP1B	PTPN1,PTPN1
PTP1C	PTPN6,PTPN6
SCC112	PDS5A
PTP1D	PTPN11,PTPN11
PTP1E	PTPN13,PTPN13
LURAP1L	LURAP1L
RNU61107P	RNU6-1107P
NARS	NARS
GLCNAC6ST1	CHST2,CHST2
HMC29C01	SIM2,SIM2
INHBP	IGSF1,IGSF1
BA409K203	C9orf78,C9orf78
FLVCR	FLVCR1,FLVCR1
MLST8	MLST8
RSPH4A	RSPH4A
FRG2A	FRG2,FRG2
S1PR2	S1PR2
INHBA	INHBA
INHBB	INHBB
INHBC	INHBC
IDI2AS	IDI2-AS1,IDI2-AS1
INHBE	INHBE
C12ORF29	C12orf29
DJ292B182	MTHFD1L,MTHFD1L
C12ORF27	HNF1A-AS1,HNF1A-AS1
C12ORF26	METTL25,METTL25
SMRTE	NCOR2,NCOR2,TRAC,NCOR2
C12ORF24	FAM216A,FAM216A
C12ORF23	C12orf23
C12ORF22	CSRNP2,CSRNP2
OSCP	ATP5O,ITGBL1
RN7SKP127	RN7SKP127
BIP1	BIK,BIK
GIP130	FILIP1L,FILIP1L
FAM210A	FAM210A
FAM210B	FAM210B
NAKED1	NKD1,NKD1
NAKED2	NKD2,NKD2
RNU470P	RNU4-70P
STAU2	STAU2
IBM2	GNE,GNE
CFAP77	C9orf171
ZFP106	ZNF106,ZNF474,ZNF106
ZFP105	ZNF35,ZNF35
ZFP104	ZNF423,ZNF423
ZFP103	RNF103
CFAP70	TTC18
DUX4L3	DUX4L3
TBAK1	KCNK3,KCNK3
MOX2R	CD200R1,HCRTR2,CD200R1
NARF	NARF
HINAC	ASIC5,ASIC5
HBII5240	SNORD115-40,SNORD115-40
ACCN5	ASIC5,ASIC5
PRC1AS1	PRC1-AS1
PTP18	PTPRZ1,PTPRZ1
MICL	CLEC12A,CLEC12A
GNG5P2	GNG5P2
DJ310O134	XKR7,XKR7
DJ310O135	CCM2L,CCM2L
RNA5SP273	RNA5SP273
RNA5SP272	RNA5SP272
RNA5SP271	RNA5SP271
ALLP17	SPACA3,SPACA3
RNA5SP277	RNA5SP277
IR1B4	PRMT1,PRMT1
FDG	SMUG1,SMUG1
GSPT2	GSPT2
TSHB	TSHB
